DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,dhsid_2,dhscc_2,dhsyear_2,dhsclust_2,ccfips_2,adm1fips_2,adm1fipsna_2,adm1salbna_2,adm1salbco_2,adm1dhs_2,adm1name_2,dhsregco_2,dhsregna_2,source_2,urban_rura_2,latnum_2,longnum_2,alt_gps_2,alt_dem_2,datum_2
CI201200000198,CI,2012.000000,198.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.960457,-6.622114,9999.000000,400.000000,WGS84,CI201200000198,CI,2012,198,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.960457,-6.622114,9999,400,WGS84
CI201200000199,CI,2012.000000,199.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,8.719801,-5.444276,9999.000000,354.000000,WGS84,CI201200000199,CI,2012,199,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,R,8.719801,-5.444276,9999,354,WGS84
CI201200000200,CI,2012.000000,200.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.725115,-3.482726,9999.000000,193.000000,WGS84,CI201200000200,CI,2012,200,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.725115,-3.482726,9999,193,WGS84
CI201200000201,CI,2012.000000,201.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.087417,-6.838003,9999.000000,73.000000,WGS84,CI201200000201,CI,2012,201,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.087417,-6.838003,9999,73,WGS84
CI201200000202,CI,2012.000000,202.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.659092,-4.341436,9999.000000,142.000000,WGS84,CI201200000202,CI,2012,202,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.659092,-4.341436,9999,142,WGS84
CI201200000203,CI,2012.000000,203.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.503938,-4.049920,9999.000000,83.000000,WGS84,CI201200000203,CI,2012,203,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,U,5.503938,-4.04992,9999,83,WGS84
CI201200000204,CI,2012.000000,204.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.765930,-5.186091,9999.000000,358.000000,WGS84,CI201200000204,CI,2012,204,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GAZ,R,7.76593,-5.186091,9999,358,WGS84
CI201200000205,CI,2012.000000,205.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.989938,-5.729547,9999.000000,213.000000,WGS84,CI201200000205,CI,2012,205,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.989938,-5.729547,9999,213,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000206,CI,2012.000000,206.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000207,CI,2012.000000,207.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.776960,-6.664161,9999.000000,20.000000,WGS84,CI201200000207,CI,2012,207,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,4.77696,-6.664161,9999,20,WGS84
CI201200000208,CI,2012.000000,208.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.508881,-6.263919,9999.000000,254.000000,WGS84,CI201200000208,CI,2012,208,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.508881,-6.263919,9999,254,WGS84
CI201200000209,CI,2012.000000,209.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.935960,-3.946730,9999.000000,169.000000,WGS84,CI201200000209,CI,2012,209,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.93596,-3.94673,9999,169,WGS84
CI201200000210,CI,2012.000000,210.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.338435,-4.058821,9999.000000,47.000000,WGS84,CI201200000210,CI,2012,210,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.338435,-4.058821,9999,47,WGS84
CI201200000211,CI,2012.000000,211.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,6.654352,-4.714958,9999.000000,97.000000,WGS84,CI201200000211,CI,2012,211,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,U,6.654352,-4.714958,9999,97,WGS84
CI201200000212,CI,2012.000000,212.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.449306,-7.539767,9999.000000,254.000000,WGS84,CI201200000212,CI,2012,212,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.449306,-7.539767,9999,254,WGS84
CI201200000213,CI,2012.000000,213.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.765132,-3.295243,9999.000000,169.000000,WGS84,CI201200000213,CI,2012,213,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.765132,-3.295243,9999,169,WGS84
CI201200000214,CI,2012.000000,214.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.699964,-5.044763,9999.000000,359.000000,WGS84,CI201200000214,CI,2012,214,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.699964,-5.044763,9999,359,WGS84
CI201200000215,CI,2012.000000,215.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.011084,-7.218653,9999.000000,320.000000,WGS84,CI201200000215,CI,2012,215,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,9.011084,-7.218653,9999,320,WGS84
CI201200000216,CI,2012.000000,216.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.273471,-8.166579,9999.000000,519.000000,WGS84,CI201200000216,CI,2012,216,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.273471,-8.166579,9999,519,WGS84
CI201200000217,CI,2012.000000,217.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.244854,-3.927851,9999.000000,0.000000,WGS84,CI201200000217,CI,2012,217,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.244854,-3.927851,9999,0,WGS84
CI201200000218,CI,2012.000000,218.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.264673,-8.156331,9999.000000,347.000000,WGS84,CI201200000218,CI,2012,218,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,U,7.264673,-8.156331,9999,347,WGS84
CI201200000219,CI,2012.000000,219.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.554265,-2.987620,9999.000000,193.000000,WGS84,CI201200000219,CI,2012,219,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,7.554265,-2.98762,9999,193,WGS84
CI201200000220,CI,2012.000000,220.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.475356,-7.197594,9999.000000,246.000000,WGS84,CI201200000220,CI,2012,220,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.475356,-7.197594,9999,246,WGS84
CI201200000221,CI,2012.000000,221.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.411858,-4.005900,9999.000000,116.000000,WGS84,CI201200000221,CI,2012,221,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.411858,-4.0059,9999,116,WGS84
CI201200000222,CI,2012.000000,222.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.389825,-7.344296,9999.000000,322.000000,WGS84,CI201200000222,CI,2012,222,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,U,7.389825,-7.344296,9999,322,WGS84
CI201200000223,CI,2012.000000,223.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.497424,-3.615884,9999.000000,132.000000,WGS84,CI201200000223,CI,2012,223,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.497424,-3.615884,9999,132,WGS84
CI201200000224,CI,2012.000000,224.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.354109,-3.888633,9999.000000,7.000000,WGS84,CI201200000224,CI,2012,224,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,U,5.354109,-3.888633,9999,7,WGS84
CI201200000226,CI,2012.000000,226.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.569395,-8.033905,9999.000000,266.000000,WGS84,CI201200000226,CI,2012,226,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.569395,-8.033905,9999,266,WGS84
CI201200000227,CI,2012.000000,227.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.468882,-3.223689,9999.000000,171.000000,WGS84,CI201200000227,CI,2012,227,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,7.468882,-3.223689,9999,171,WGS84
CI201200000228,CI,2012.000000,228.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.341960,-4.032100,9999.000000,5.000000,WGS84,CI201200000228,CI,2012,228,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.34196,-4.0321,9999,5,WGS84
CI201200000229,CI,2012.000000,229.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GAZ,U,5.080720,-5.570299,9999.000000,0.000000,WGS84,CI201200000229,CI,2012,229,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GAZ,U,5.08072,-5.570299,9999,0,WGS84
CI201200000230,CI,2012.000000,230.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.928369,-4.521751,9999.000000,84.000000,WGS84,CI201200000230,CI,2012,230,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.928369,-4.521751,9999,84,WGS84
CI201200000231,CI,2012.000000,231.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.309652,-3.960583,9999.000000,4.000000,WGS84,CI201200000231,CI,2012,231,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.309652,-3.960583,9999,4,WGS84
CI201200000232,CI,2012.000000,232.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.569178,-4.877746,9999.000000,21.000000,WGS84,CI201200000232,CI,2012,232,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.569178,-4.877746,9999,21,WGS84
CI201200000233,CI,2012.000000,233.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.958560,-6.592878,9999.000000,197.000000,WGS84,CI201200000233,CI,2012,233,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.95856,-6.592878,9999,197,WGS84
CI201200000234,CI,2012.000000,234.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.441121,-5.630476,9999.000000,369.000000,WGS84,CI201200000234,CI,2012,234,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.441121,-5.630476,9999,369,WGS84
CI201200000235,CI,2012.000000,235.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.767448,-7.417994,9999.000000,253.000000,WGS84,CI201200000235,CI,2012,235,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.767448,-7.417994,9999,253,WGS84
CI201200000236,CI,2012.000000,236.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.453886,-5.604196,9999.000000,364.000000,WGS84,CI201200000236,CI,2012,236,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.453886,-5.604196,9999,364,WGS84
CI201200000237,CI,2012.000000,237.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.422730,-4.007416,9999.000000,108.000000,WGS84,CI201200000237,CI,2012,237,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.42273,-4.007416,9999,108,WGS84
CI201200000238,CI,2012.000000,238.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.311172,-4.760943,9999.000000,51.000000,WGS84,CI201200000238,CI,2012,238,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.311172,-4.760943,9999,51,WGS84
CI201200000239,CI,2012.000000,239.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.292448,-4.003753,9999.000000,4.000000,WGS84,CI201200000239,CI,2012,239,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.292448,-4.003753,9999,4,WGS84
CI201200000240,CI,2012.000000,240.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,7.995453,-6.882433,9999.000000,296.000000,WGS84,CI201200000240,CI,2012,240,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,7.995453,-6.882433,9999,296,WGS84
CI201200000241,CI,2012.000000,241.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,6.108284,-3.844502,9999.000000,98.000000,WGS84,CI201200000241,CI,2012,241,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,U,6.108284,-3.844502,9999,98,WGS84
CI201200000242,CI,2012.000000,242.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.204627,-3.101917,9999.000000,243.000000,WGS84,CI201200000242,CI,2012,242,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,7.204627,-3.101917,9999,243,WGS84
CI201200000243,CI,2012.000000,243.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.706786,-5.041907,9999.000000,351.000000,WGS84,CI201200000243,CI,2012,243,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.706786,-5.041907,9999,351,WGS84
CI201200000244,CI,2012.000000,244.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.089082,-5.904217,9999.000000,369.000000,WGS84,CI201200000244,CI,2012,244,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,10.089082,-5.904217,9999,369,WGS84
CI201200000245,CI,2012.000000,245.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.285448,-3.359176,9999.000000,172.000000,WGS84,CI201200000245,CI,2012,245,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.285448,-3.359176,9999,172,WGS84
CI201200000246,CI,2012.000000,246.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.009958,-6.705007,9999.000000,61.000000,WGS84,CI201200000246,CI,2012,246,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.009958,-6.705007,9999,61,WGS84
CI201200000247,CI,2012.000000,247.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,7.967487,-6.661751,9999.000000,333.000000,WGS84,CI201200000247,CI,2012,247,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,U,7.967487,-6.661751,9999,333,WGS84
CI201200000248,CI,2012.000000,248.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,7.038699,-3.968674,9999.000000,191.000000,WGS84,CI201200000248,CI,2012,248,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,U,7.038699,-3.968674,9999,191,WGS84
CI201200000249,CI,2012.000000,249.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.421511,-3.486115,9999.000000,348.000000,WGS84,CI201200000249,CI,2012,249,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,8.421511,-3.486115,9999,348,WGS84
CI201200000250,CI,2012.000000,250.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.623585,-5.138459,9999.000000,350.000000,WGS84,CI201200000250,CI,2012,250,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.623585,-5.138459,9999,350,WGS84
CI201200000251,CI,2012.000000,251.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.734271,-3.497530,9999.000000,196.000000,WGS84,CI201200000251,CI,2012,251,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.734271,-3.49753,9999,196,WGS84
CI201200000252,CI,2012.000000,252.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.293828,-3.956722,9999.000000,3.000000,WGS84,CI201200000252,CI,2012,252,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.293828,-3.956722,9999,3,WGS84
CI201200000253,CI,2012.000000,253.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,6.782628,-3.952818,9999.000000,188.000000,WGS84,CI201200000253,CI,2012,253,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,6.782628,-3.952818,9999,188,WGS84
CI201200000254,CI,2012.000000,254.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.520663,-5.609605,9999.000000,208.000000,WGS84,CI201200000254,CI,2012,254,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GAZ,R,7.520663,-5.609605,9999,208,WGS84
CI201200000255,CI,2012.000000,255.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.767830,-5.685546,9999.000000,321.000000,WGS84,CI201200000255,CI,2012,255,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,8.76783,-5.685546,9999,321,WGS84
CI201200000256,CI,2012.000000,256.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.693928,-3.516755,9999.000000,176.000000,WGS84,CI201200000256,CI,2012,256,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,7.693928,-3.516755,9999,176,WGS84
CI201200000257,CI,2012.000000,257.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.358790,-6.848603,9999.000000,264.000000,WGS84,CI201200000257,CI,2012,257,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,7.35879,-6.848603,9999,264,WGS84
CI201200000258,CI,2012.000000,258.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.425796,-4.664870,9999.000000,212.000000,WGS84,CI201200000258,CI,2012,258,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.425796,-4.66487,9999,212,WGS84
CI201200000259,CI,2012.000000,259.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.472905,-5.614804,9999.000000,358.000000,WGS84,CI201200000259,CI,2012,259,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.472905,-5.614804,9999,358,WGS84
CI201200000260,CI,2012.000000,260.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.363347,-4.088067,9999.000000,77.000000,WGS84,CI201200000260,CI,2012,260,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.363347,-4.088067,9999,77,WGS84
CI201200000261,CI,2012.000000,261.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.209151,-3.301086,9999.000000,12.000000,WGS84,CI201200000261,CI,2012,261,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.209151,-3.301086,9999,12,WGS84
CI201200000262,CI,2012.000000,262.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,8.428864,-4.664955,9999.000000,368.000000,WGS84,CI201200000262,CI,2012,262,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,R,8.428864,-4.664955,9999,368,WGS84
CI201200000263,CI,2012.000000,263.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,6.999824,-4.845734,9999.000000,203.000000,WGS84,CI201200000263,CI,2012,263,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,6.999824,-4.845734,9999,203,WGS84
CI201200000264,CI,2012.000000,264.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.355459,-3.966909,9999.000000,46.000000,WGS84,CI201200000264,CI,2012,264,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.355459,-3.966909,9999,46,WGS84
CI201200000265,CI,2012.000000,265.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,7.848514,-6.005016,9999.000000,263.000000,WGS84,CI201200000265,CI,2012,265,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,7.848514,-6.005016,9999,263,WGS84
CI201200000266,CI,2012.000000,266.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.147241,-4.405025,9999.000000,120.000000,WGS84,CI201200000266,CI,2012,266,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.147241,-4.405025,9999,120,WGS84
CI201200000267,CI,2012.000000,267.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,7.484330,-5.258626,9999.000000,234.000000,WGS84,CI201200000267,CI,2012,267,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,R,7.48433,-5.258626,9999,234,WGS84
CI201200000268,CI,2012.000000,268.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.655233,-6.112844,9999.000000,399.000000,WGS84,CI201200000268,CI,2012,268,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.655233,-6.112844,9999,399,WGS84
