CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,P_Area_km2
267,-4.22151,6.65499,55.4125,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,55.4125
196,-4.0239,5.33385,0.35787,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.35787
102,-3.97267,5.33884,1.00997,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.00997
748,-4.08897,5.37554,1.23485,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.23485
122,-4.9843,6.49995,170.73699,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,170.73699
614,-5.47422,7.01351,301.03562,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,159.73534
614,-5.47422,7.01351,301.03562,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,111.61324
614,-5.47422,7.01351,301.03562,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,29.68703
78,-5.26029,7.35184,209.74548,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,4.96765
78,-5.26029,7.35184,209.74548,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,160,Sakassou,Sous-préfecture,Sub-prefecture,,,165.50882
78,-5.26029,7.35184,209.74548,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,148,Djebonoua,Sous-préfecture,Sub-prefecture,,,39.26901
17,-3.54335,6.22173,467.50989,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,11.05037
17,-3.54335,6.22173,467.50989,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,45.54428
17,-3.54335,6.22173,467.50989,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,92,Bettie,Sous-préfecture,Sub-prefecture,,,5.52626
17,-3.54335,6.22173,467.50989,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,5,Yakasse-Attobrou,Sous-préfecture,Sub-prefecture,,,405.38898
497,-5.09604,6.14353,241.79249,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,90.86043
497,-5.09604,6.14353,241.79249,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,134,Hire,Sous-préfecture,Sub-prefecture,,,35.56281
497,-5.09604,6.14353,241.79249,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,79,Taabo,Sous-préfecture,Sub-prefecture,,,115.36925
943,-6.62271,4.74054,4.2517,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,4.2517
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,9,Booko,Sous-préfecture,Sub-prefecture,,,42.17719
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,26,Bako,Sous-préfecture,Sub-prefecture,,,604.98429
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,10,Borotou,Sous-préfecture,Sub-prefecture,,,613.3472
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,27,Dioulatiedougou,Sous-préfecture,Sub-prefecture,,,37.26469
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,13,Koro,Sous-préfecture,Sub-prefecture,,,18.11291
265,-6.51694,7.60179,896.82395,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,170,Massala,Sous-préfecture,Sub-prefecture,,,18.60151
265,-6.51694,7.60179,896.82395,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,878.22244
999,-7.08051,4.67466,176.37832,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,16,Grand-Bereby,Sous-préfecture,Sub-prefecture,,,176.37832
470,-3.9361,5.37383,3.80365,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,3.28118
470,-3.9361,5.37383,3.80365,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,0.52247
545,-3.98285,5.30865,1.0563,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.0563
866,-4.01503,5.37469,1.50849,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.50849
546,-3.99791,5.34479,0.54673,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.54673
558,-4.00086,5.32999,0.36629,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.36629
1070,-3.94638,5.34052,1.96914,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.90558
1070,-3.94638,5.34052,1.96914,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,0.06356
1238,-4.60349,6.6302,207.12802,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,97,M'batto,Sous-préfecture,Sub-prefecture,,,44.43525
1238,-4.60349,6.6302,207.12802,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,98,Tiemelekro,Sous-préfecture,Sub-prefecture,,,0.05888
1238,-4.60349,6.6302,207.12802,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,102,Bocanda,Sous-préfecture,Sub-prefecture,,,0.01523
1238,-4.60349,6.6302,207.12802,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,103,Dimbokro,Sous-préfecture,Sub-prefecture,,,162.61866
50,-5.31295,7.65729,508.459,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,41,Béoumi,142,Beoumi,Sous-préfecture,Sub-prefecture,,,55.50465
50,-5.31295,7.65729,508.459,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,160,Sakassou,Sous-préfecture,Sub-prefecture,,,224.22898
50,-5.31295,7.65729,508.459,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,41,Béoumi,143,Bodokro,Sous-préfecture,Sub-prefecture,,,67.12323
50,-5.31295,7.65729,508.459,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,144,Botro,Sous-préfecture,Sub-prefecture,,,3.31487
50,-5.31295,7.65729,508.459,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,147,Diabo,Sous-préfecture,Sub-prefecture,,,158.28727
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,108,Gbon,Sous-préfecture,Sub-prefecture,,,63.787
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,111,Kouto,Sous-préfecture,Sub-prefecture,,,362.93657
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,14,Savanes,37,Tengréla,129,Kanakono,Sous-préfecture,Sub-prefecture,,,81.92467
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,14,Savanes,37,Tengréla,130,Tengrela,Sous-préfecture,Sub-prefecture,,,361.42141
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,28,Goulia,Sous-préfecture,Sub-prefecture,,,427.84098
989,-7.83981,8.09083,876.72907,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,41,Sipilou,Sous-préfecture,Sub-prefecture,,,209.31265
989,-7.83981,8.09083,876.72907,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,14,Ouaninou,Sous-préfecture,Sub-prefecture,,,433.15829
989,-7.83981,8.09083,876.72907,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,15,Touba,Sous-préfecture,Sub-prefecture,,,234.25812
185,-4.45836,6.77943,267.89624,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,31.19045
185,-4.45836,6.77943,267.89624,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,102,Bocanda,Sous-préfecture,Sub-prefecture,,,236.70579
536,-6.46277,6.87289,9.02021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,8.8263
536,-6.46277,6.87289,9.02021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,0.19391
1082,-4.77986,7.40748,240.19472,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,104,Kouassikro,Sous-préfecture,Sub-prefecture,,,29.07952
1082,-4.77986,7.40748,240.19472,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,64,Didievi,Sous-préfecture,Sub-prefecture,,,19.18972
1082,-4.77986,7.40748,240.19472,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,65,Tie-N'diekro,Sous-préfecture,Sub-prefecture,,,191.92547
783,-6.26635,6.36976,98.97488,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,6.99194
783,-6.26635,6.36976,98.97488,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,60,Saioua,Sous-préfecture,Sub-prefecture,,,91.98294
206,-5.01563,6.56248,103.8612,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,103.8612
41,-3.95385,5.36275,1.11222,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.11222
682,-4.00608,5.40204,0.37821,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.37821
106,-3.41525,6.5603,345.57949,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,345.57949
175,-5.98932,6.00817,243.10819,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,243.10819
1000,-4.02345,5.32824,0.11306,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.11306
510,-6.90304,6.20088,191.97283,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,20,Buyo,Sous-préfecture,Sub-prefecture,,,191.97283
395,-5.32508,5.27949,251.40057,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,251.40057
646,-4.11574,5.32393,5.51901,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.73205
646,-4.11574,5.32393,5.51901,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,3.78696
317,-4.66562,5.32236,297.87534,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,288.97716
317,-4.66562,5.32236,297.87534,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,75,Jacqueville,Sous-préfecture,Sub-prefecture,,,8.89818
1067,-5.97605,6.39119,175.96991,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,52,Ouragahio,Sous-préfecture,Sub-prefecture,,,168.31085
1067,-5.97605,6.39119,175.96991,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,60,Saioua,Sous-préfecture,Sub-prefecture,,,7.65906
678,-4.33608,5.80707,191.95042,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,185.18174
678,-4.33608,5.80707,191.95042,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,6.76868
852,-6.28384,5.67328,123.0729,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,18,Gueyo,Sous-préfecture,Sub-prefecture,,,2.3706
852,-6.28384,5.67328,123.0729,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,120.70229
1076,-5.22529,7.14027,149.42102,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,143.63588
1076,-5.22529,7.14027,149.42102,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,5.78514
939,-5.26827,7.03091,179.44216,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,47.20343
939,-5.26827,7.03091,179.44216,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,132.23873
890,-5.6214,10.43473,179.22134,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,116,Nielle,Sous-préfecture,Sub-prefecture,,,179.22134
341,-6.59073,7.31154,193.03875,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,193.03875
356,-5.46584,10.09769,639.1764,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,548.52408
356,-5.46584,10.09769,639.1764,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,116,Nielle,Sous-préfecture,Sub-prefecture,,,90.65233
174,-4.13471,8.04059,1579.9826,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,176,Sandegue,Sous-préfecture,Sub-prefecture,,,251.70252
174,-4.13471,8.04059,1579.9826,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,149,Bassawa,Sous-préfecture,Sub-prefecture,,,795.72017
174,-4.13471,8.04059,1579.9826,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,151,Dabakala,Sous-préfecture,Sub-prefecture,,,316.66859
174,-4.13471,8.04059,1579.9826,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,106,Prikro,Sous-préfecture,Sub-prefecture,,,215.89132
309,-4.01361,5.43861,0.2261,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.2261
496,-3.98162,6.97605,136.68981,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,95,Arrah,Sous-préfecture,Sub-prefecture,,,70.47993
496,-3.98162,6.97605,136.68981,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,14.83178
496,-3.98162,6.97605,136.68981,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,99,Daoukro,Sous-préfecture,Sub-prefecture,,,33.80964
496,-3.98162,6.97605,136.68981,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,102,Bocanda,Sous-préfecture,Sub-prefecture,,,17.56846
947,-3.13605,5.39377,105.13156,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,137,Aboisso,Sous-préfecture,Sub-prefecture,,,88.58468
947,-3.13605,5.39377,105.13156,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,140,Mafere,Sous-préfecture,Sub-prefecture,,,16.54688
1219,-5.3023,5.51434,234.90207,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,234.90207
1083,-5.75291,8.44871,1400.60394,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,159,Tortiya,Sous-préfecture,Sub-prefecture,,,62.50009
1083,-5.75291,8.44871,1400.60394,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,166,Tieningboue,Sous-préfecture,Sub-prefecture,,,902.33087
1083,-5.75291,8.44871,1400.60394,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,118,Dikodougou,Sous-préfecture,Sub-prefecture,,,225.15689
1083,-5.75291,8.44871,1400.60394,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,155,Fronan,Sous-préfecture,Sub-prefecture,,,89.17889
1083,-5.75291,8.44871,1400.60394,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,157,Niakarmadougou,Sous-préfecture,Sub-prefecture,,,121.43719
413,-5.37673,6.24359,149.43601,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,53,Diegonefla,Sous-préfecture,Sub-prefecture,,,29.96368
413,-5.37673,6.24359,149.43601,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,102.82549
413,-5.37673,6.24359,149.43601,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,134,Hire,Sous-préfecture,Sub-prefecture,,,16.64684
953,-4.06376,5.34685,0.17388,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.17388
155,-8.40596,6.45712,188.22745,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,90,Toulepleu,Sous-préfecture,Sub-prefecture,,,174.36027
155,-8.40596,6.45712,188.22745,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,13.86718
921,-4.0722,5.35691,0.37402,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.37402
1105,-8.43793,6.57632,228.70699,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,90,Toulepleu,Sous-préfecture,Sub-prefecture,,,203.70086
1105,-8.43793,6.57632,228.70699,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,42,Bin-Houye,Sous-préfecture,Sub-prefecture,,,25.00613
525,-5.24042,5.53286,240.96012,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,240.96012
530,-5.37514,5.56904,188.67247,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,188.67247
896,-4.00483,7.64552,473.4834,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,105,M'bahiakro,Sous-préfecture,Sub-prefecture,,,31.09296
896,-4.00483,7.64552,473.4834,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,106,Prikro,Sous-préfecture,Sub-prefecture,,,442.39044
85,-5.97337,6.12115,59.89328,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,59.89328
138,-3.98552,5.30003,0.25985,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.25985
1203,-3.3192,7.81095,375.31261,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,176,Sandegue,Sous-préfecture,Sub-prefecture,,,0.09001
1203,-3.3192,7.81095,375.31261,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,182,Kouassi-Datekro,Sous-préfecture,Sub-prefecture,,,28.77893
1203,-3.3192,7.81095,375.31261,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,183,Koun-Fao,Sous-préfecture,Sub-prefecture,,,12.26986
1203,-3.3192,7.81095,375.31261,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,334.1738
797,-5.72696,5.79773,252.99694,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,0.28384
797,-5.72696,5.79773,252.99694,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,252.71309
1138,-3.96887,5.39204,2.49339,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.49339
224,-6.52537,6.65418,242.54933,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,16.76974
224,-6.52537,6.65418,242.54933,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,65.74968
224,-6.52537,6.65418,242.54933,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,160.01816
224,-6.52537,6.65418,242.54933,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,60,Saioua,Sous-préfecture,Sub-prefecture,,,0.01175
1,-4.14345,5.34204,16.30438,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.13465
1,-4.14345,5.34204,16.30438,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,16.16973
377,-5.07932,7.53635,173.92762,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,160,Sakassou,Sous-préfecture,Sub-prefecture,,,18.97223
377,-5.07932,7.53635,173.92762,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,11.78999
377,-5.07932,7.53635,173.92762,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,148,Djebonoua,Sous-préfecture,Sub-prefecture,,,143.1654
794,-5.15112,6.66093,158.79109,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,0.53318
794,-5.15112,6.66093,158.79109,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,62,Kokoumbo,Sous-préfecture,Sub-prefecture,,,27.95583
794,-5.15112,6.66093,158.79109,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,130.30207
472,-8.2558,6.84872,258.45292,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,42,Bin-Houye,Sous-préfecture,Sub-prefecture,,,129.76235
472,-8.2558,6.84872,258.45292,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,44,Zouan-Hounien,Sous-préfecture,Sub-prefecture,,,107.22375
472,-8.2558,6.84872,258.45292,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,21.46683
910,-5.24861,6.848,8.4988,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,8.4988
1188,-6.6123,6.21337,153.36559,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,21,Grand-Zattry,Sous-préfecture,Sub-prefecture,,,130.9709
1188,-6.6123,6.21337,153.36559,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,22.39469
834,-5.03665,7.70139,5.52882,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,5.52882
14,-3.99805,5.4079,0.406,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.406
144,-5.35693,5.84285,54.4426,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,54.4426
935,-6.22134,5.05356,331.09935,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,0.03027
935,-6.22134,5.05356,331.09935,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,331.06908
597,-6.53855,5.25905,139.14938,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,139.14938
63,-3.88671,6.37991,24.06961,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,2,Affery,Sous-préfecture,Sub-prefecture,,,0.11605
63,-3.88671,6.37991,24.06961,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,4,Akoupe,Sous-préfecture,Sub-prefecture,,,23.95356
1050,-3.05073,7.98661,226.34348,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,212.27283
1050,-3.05073,7.98661,226.34348,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,14.07065
182,-4.00565,5.40675,0.46599,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.46599
239,-6.05127,6.92457,167.58249,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,167.58249
9,-4.01445,5.42112,0.49519,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.49519
539,-7.41278,4.68602,640.43299,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,24,Grabo,Sous-préfecture,Sub-prefecture,,,65.74288
539,-7.41278,4.68602,640.43299,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,25,Tabou,Sous-préfecture,Sub-prefecture,,,574.69012
875,-4.00994,5.29005,2.61567,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.61567
