CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,P_Area_km2
564,-6.6551,4.75082,6.45953,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,6.45953
266,-5.5269,5.51959,256.17076,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,132,Fresco,Sous-préfecture,Sub-prefecture,,,4.66536
266,-5.5269,5.51959,256.17076,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,251.50541
1181,-5.71607,6.0531,360.61215,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,2.5244
1181,-5.71607,6.0531,360.61215,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,58.56148
1181,-5.71607,6.0531,360.61215,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,136,Zikisso,Sous-préfecture,Sub-prefecture,,,299.52627
1150,-4.08983,5.36603,1.03136,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.03136
409,-3.97813,5.37435,1.08787,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.08787
1068,-8.19148,7.18577,272.4507,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,43,Danane,Sous-préfecture,Sub-prefecture,,,243.11963
1068,-8.19148,7.18577,272.4507,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,44,Zouan-Hounien,Sous-préfecture,Sub-prefecture,,,29.33108
1093,-5.49824,6.92656,85.30799,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,63.27197
1093,-5.49824,6.92656,85.30799,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,22.03602
380,-6.59396,5.77537,65.55128,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,17.35596
380,-6.59396,5.77537,65.55128,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,48.19533
121,-3.50752,5.14369,62.38088,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,33.85231
121,-3.50752,5.14369,62.38088,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,138,Adiake,Sous-préfecture,Sub-prefecture,,,28.52856
71,-3.85077,5.23428,34.89895,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,14.60621
71,-3.85077,5.23428,34.89895,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,74,Grand-Bassam,Sous-préfecture,Sub-prefecture,,,20.29274
243,-3.51215,6.73469,10.38527,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,10.38527
23,-4.6434,5.17559,147.83872,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,10.19965
23,-4.6434,5.17559,147.83872,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,75,Jacqueville,Sous-préfecture,Sub-prefecture,,,137.63907
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,162,Kongasso,Sous-préfecture,Sub-prefecture,,,452.91554
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,163,Kounahiri,Sous-préfecture,Sub-prefecture,,,34.65396
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,164,Mankono,Sous-préfecture,Sub-prefecture,,,238.21118
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,170,Massala,Sous-préfecture,Sub-prefecture,,,51.62421
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,68.25575
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,106.87798
1021,-5.74737,6.97708,84.65364,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,84.65364
280,-4.01573,5.35766,0.61048,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.61048
1154,-6.03688,6.92609,112.9182,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,112.9182
1202,-6.55905,6.5901,221.69149,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,28.17544
1202,-6.55905,6.5901,221.69149,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,193.51606
654,-3.96823,7.0642,173.44231,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,101,Ouelle,Sous-préfecture,Sub-prefecture,,,11.0009
654,-3.96823,7.0642,173.44231,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,99,Daoukro,Sous-préfecture,Sub-prefecture,,,161.75362
654,-3.96823,7.0642,173.44231,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,102,Bocanda,Sous-préfecture,Sub-prefecture,,,0.68778
854,-5.4915,10.33521,401.96692,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,98.35962
854,-5.4915,10.33521,401.96692,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,116,Nielle,Sous-préfecture,Sub-prefecture,,,303.6073
706,-2.72293,8.60493,2193.27438,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,1387.59629
706,-2.72293,8.60493,2193.27438,57,CIV,Côte d'Ivoire,19,Zanzan,49,Bouna,177,Bouna,Sous-préfecture,Sub-prefecture,,,805.67809
126,-4.08183,5.33185,0.71407,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.71407
820,-4.52034,5.4001,213.72528,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,213.72528
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,247.50596
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,76,Sikensi,Sous-préfecture,Sub-prefecture,,,0.00042
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,4.73744
720,-3.9869,5.35294,0.92374,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.92374
261,-4.16275,5.30904,48.01552,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,48.01552
419,-4.05564,5.477,5.67344,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,5.67344
744,-4.02013,5.32633,0.05755,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.05755
272,-3.49559,6.71502,66.88428,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,66.88428
940,-4.00564,5.41459,0.48005,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.48005
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,208.33763
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,15,Touba,Sous-préfecture,Sub-prefecture,,,129.87873
1071,-7.24635,6.75977,248.68458,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,86,Duekoue,Sous-préfecture,Sub-prefecture,,,248.68458
930,-3.974,5.39639,0.96054,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.96054
1173,-5.78556,6.5473,159.44444,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,52,Ouragahio,Sous-préfecture,Sub-prefecture,,,0.0249
1173,-5.78556,6.5473,159.44444,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,83,Sinfra,Sous-préfecture,Sub-prefecture,,,159.41954
1091,-5.86879,6.09073,158.09989,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,157.93134
1091,-5.86879,6.09073,158.09989,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,52,Ouragahio,Sous-préfecture,Sub-prefecture,,,0.16856
513,-3.95159,5.37013,1.46439,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.46439
667,-6.83948,6.11504,262.69332,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,20,Buyo,Sous-préfecture,Sub-prefecture,,,209.76108
667,-6.83948,6.11504,262.69332,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,21,Grand-Zattry,Sous-préfecture,Sub-prefecture,,,52.93224
1140,-5.25721,6.84096,5.60231,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,5.60231
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,6.9299
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,126.37583
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,83,Sinfra,Sous-préfecture,Sub-prefecture,,,18.66745
391,-7.55849,7.40757,25.54637,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,25.54637
1214,-5.72595,6.80411,303.34749,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,163.64609
1214,-5.72595,6.80411,303.34749,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,83,Sinfra,Sous-préfecture,Sub-prefecture,,,139.7014
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,131.92252
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,43,Danane,Sous-préfecture,Sub-prefecture,,,72.09098
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,47,Logouale,Sous-préfecture,Sub-prefecture,,,0.71682
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,15.47942
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,49,Sangouine,Sous-préfecture,Sub-prefecture,,,509.39396
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,103,Dimbokro,Sous-préfecture,Sub-prefecture,,,42.01754
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,104,Kouassikro,Sous-préfecture,Sub-prefecture,,,175.84911
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,64,Didievi,Sous-préfecture,Sub-prefecture,,,449.38416
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,65,Tie-N'diekro,Sous-préfecture,Sub-prefecture,,,6.92152
1131,-4.02197,5.36649,0.74297,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.74297
894,-3.99475,5.32744,0.71019,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.71019
574,-3.97089,5.36474,0.58835,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.58835
446,-5.37407,6.28901,147.13028,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,147.13028
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,124,Napieoledougou,Sous-préfecture,Sub-prefecture,,,289.63439
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,158,Tafiere,Sous-préfecture,Sub-prefecture,,,150.58513
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,126,Sinematiali,Sous-préfecture,Sub-prefecture,,,15.77677
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,120,Karakoro,Sous-préfecture,Sub-prefecture,,,49.00229
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,121,Komborodougou,Sous-préfecture,Sub-prefecture,,,98.74868
80,-3.57669,6.82278,286.46735,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,286.46735
338,-5.74122,6.99421,159.08466,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,159.08466
909,-4.02081,5.33089,0.08243,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.08243
1113,-4.05971,5.3284,0.49915,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.49915
739,-4.02298,5.32823,0.06836,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.06836
1062,-4.07835,5.31846,1.97331,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.97331
418,-4.01328,5.30081,0.92543,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.92543
68,-4.36297,5.20677,41.8118,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,75,Jacqueville,Sous-préfecture,Sub-prefecture,,,41.8118
230,-2.80198,8.04267,44.88389,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,44.88389
835,-4.47913,5.97389,191.16848,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,104.4773
835,-4.47913,5.97389,191.16848,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,8,Rubino,Sous-préfecture,Sub-prefecture,,,56.88035
835,-4.47913,5.97389,191.16848,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,29.81083
810,-5.66405,10.1801,730.32989,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,26.4275
810,-5.66405,10.1801,730.32989,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,116,Nielle,Sous-préfecture,Sub-prefecture,,,510.71608
810,-5.66405,10.1801,730.32989,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,123,M'bengue,Sous-préfecture,Sub-prefecture,,,193.18631
48,-6.08808,6.0468,109.7944,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,68.0349
48,-6.08808,6.0468,109.7944,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,41.7595
722,-3.74586,5.51104,105.66596,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,105.66596
750,-3.97731,5.29965,0.47384,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.47384
944,-3.56857,7.94023,777.51245,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,109.27858
944,-3.56857,7.94023,777.51245,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,176,Sandegue,Sous-préfecture,Sub-prefecture,,,470.44918
944,-3.56857,7.94023,777.51245,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,182,Kouassi-Datekro,Sous-préfecture,Sub-prefecture,,,197.78013
944,-3.56857,7.94023,777.51245,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,0.00456
582,-6.19027,9.88316,1018.48308,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,125,Niofoin,Sous-préfecture,Sub-prefecture,,,53.30605
582,-6.19027,9.88316,1018.48308,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,109,Kassere,Sous-préfecture,Sub-prefecture,,,712.0424
582,-6.19027,9.88316,1018.48308,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,111,Kouto,Sous-préfecture,Sub-prefecture,,,0.30721
582,-6.19027,9.88316,1018.48308,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,123,M'bengue,Sous-préfecture,Sub-prefecture,,,252.82742
604,-5.36103,5.85231,161.45655,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,161.45655
184,-3.98118,5.3476,0.55102,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.55102
312,-4.00822,5.27596,1.3713,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.3713
1126,-4.0194,5.26851,15.91426,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,15.91426
691,-6.04864,6.01381,97.1038,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,97.1038
812,-6.07572,9.57592,1042.72366,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,107,Boundiali,Sous-préfecture,Sub-prefecture,,,8.62617
812,-6.07572,9.57592,1042.72366,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,125,Niofoin,Sous-préfecture,Sub-prefecture,,,922.53024
812,-6.07572,9.57592,1042.72366,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,109,Kassere,Sous-préfecture,Sub-prefecture,,,42.58799
812,-6.07572,9.57592,1042.72366,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,68.97926
90,-4.00638,5.34298,0.48588,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.48588
987,-3.97438,5.40879,3.89441,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,3.89441
868,-5.8045,7.18268,611.25554,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,45.69456
868,-5.8045,7.18268,611.25554,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,160,Sakassou,Sous-préfecture,Sub-prefecture,,,23.75131
868,-5.8045,7.18268,611.25554,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,36.65336
868,-5.8045,7.18268,611.25554,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,505.15631
916,-4.02332,5.35333,0.15187,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.15187
1102,-7.6837,8.27594,1021.94449,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,174.43445
1102,-7.6837,8.27594,1021.94449,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,11,Guinteguela,Sous-préfecture,Sub-prefecture,,,46.77642
1102,-7.6837,8.27594,1021.94449,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,14,Ouaninou,Sous-préfecture,Sub-prefecture,,,42.99193
1102,-7.6837,8.27594,1021.94449,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,15,Touba,Sous-préfecture,Sub-prefecture,,,757.7417
652,-4.15897,5.9765,176.78714,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,3,Agou,Sous-préfecture,Sub-prefecture,,,0.01399
652,-4.15897,5.9765,176.78714,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,6,Agboville,Sous-préfecture,Sub-prefecture,,,171.88683
652,-4.15897,5.9765,176.78714,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,8,Rubino,Sous-préfecture,Sub-prefecture,,,4.88633
288,-6.68161,7.95491,503.71789,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,60.21749
288,-6.68161,7.95491,503.71789,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,172,Seguela,Sous-préfecture,Sub-prefecture,,,443.45809
288,-6.68161,7.95491,503.71789,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,174,Worofla,Sous-préfecture,Sub-prefecture,,,0.0423
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,107,Boundiali,Sous-préfecture,Sub-prefecture,,,157.52931
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,125,Niofoin,Sous-préfecture,Sub-prefecture,,,268.73957
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,161,Dianra,Sous-préfecture,Sub-prefecture,,,28.53092
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,127,Sirasso,Sous-préfecture,Sub-prefecture,,,1019.3164
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,128,Tioroniaradougou,Sous-préfecture,Sub-prefecture,,,32.66197
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,119,Guiembe,Sous-préfecture,Sub-prefecture,,,7.69176
991,-6.09927,9.34565,1519.64102,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,5.17109
840,-5.70236,5.3476,434.95177,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,114.24966
840,-5.70236,5.3476,434.95177,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,132,Fresco,Sous-préfecture,Sub-prefecture,,,320.70211
648,-5.70526,6.22136,317.53199,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,59.68845
648,-5.70526,6.22136,317.53199,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,52,Ouragahio,Sous-préfecture,Sub-prefecture,,,33.27551
648,-5.70526,6.22136,317.53199,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,53,Diegonefla,Sous-préfecture,Sub-prefecture,,,119.97231
648,-5.70526,6.22136,317.53199,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,136,Zikisso,Sous-préfecture,Sub-prefecture,,,104.59571
827,-3.84118,5.57972,238.88331,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,223.35342
827,-3.84118,5.57972,238.88331,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,15.42079
827,-3.84118,5.57972,238.88331,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,0.1091
515,-7.4632,6.8994,584.71779,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,38,Bangolo,Sous-préfecture,Sub-prefecture,,,84.15276
515,-7.4632,6.8994,584.71779,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,86,Duekoue,Sous-préfecture,Sub-prefecture,,,397.73175
515,-7.4632,6.8994,584.71779,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,88,Guiglo,Sous-préfecture,Sub-prefecture,,,102.83328
823,-3.51488,6.72158,64.77866,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,64.77866
641,-6.35018,5.1427,196.11525,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,98.16413
641,-6.35018,5.1427,196.11525,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,97.95112
